,row,cost
1943,6133,"

‘Total Transportation
Expenses

$1001 $475 $56 baggage

$2182
$ 100 room rental

Accompanying NA NA A
"
1944,6134,"
Traveler $1855 $1001 $475 $56 baggage costs

$100 room rental

Accompanying NA
"
1945,6135,"
Traveler $1855 $1001 $475 $56 baggage costs

$100 room rental

Accompanying NA
"
1946,6136,"
Traveler $1855 $1001 $475 $56 baggage costs

$100 room rental

Accompanying NA
"
1947,6137,"
"
1948,6138,"
"
1949,6139,"
"
1950,6140,Error making sandwich
1951,6141,Error making sandwich
1952,6142,Error making sandwich
1953,6143,Error making sandwich
1954,6144,Error making sandwich
1955,6145,Error making sandwich
1956,6146,Error making sandwich
1957,6147,Error making sandwich
1958,6148,Error making sandwich
1959,6149,"

$56 baggage
$100 room rental

Ss

"
1960,6150,"

$56 baggage
$100 room rental

Ss

"
1961,6151,"

$56 baggage
$100 room rental

Ss

"
1962,6152,error
1963,6153,error
1964,6154,error
1965,6155,"

‘Total Transportation
Expenses

$1001 $475 $56 baggage

$2182
$ 100 room rental

Accompanying NA NA A
"
1966,6156,"

860 - registration fee

Accompanying
"
1967,6167,"
$811 $352

Total Transportation
Expenses

$1417

Accompanying

"
1968,6171,"

"
1969,6173,"

Traveler 5850 USD 255 USD 110 USD

Accompanying

N/A N/A N/A N/A |
"
1970,6174,"
Traveler $5,598.40 $1,696 $1,260.06 $3,790.56
(Accompanying [n/a nla Wa nla 7
"
1971,6175,"
Traveler $5,598.40 $1,696 $1,260.06 $3,790.56
(Accompanying [n/a nla Wa nla 7
"
1972,6176,"
Traveler $5,598.40 $1,696 $1,260.06 $3,790.56
(Accompanying [n/a nla Wa nla 7
"
1973,6177,Error making sandwich
1974,6178,Error making sandwich
1975,6179,Error making sandwich
1976,6180,Error making sandwich
1977,6181,Error making sandwich
1978,6182,Error making sandwich
1979,6183,error
1980,6184,error
1981,6185,error
1982,6186,Error making sandwich
1983,6187,Error making sandwich
1984,6188,Error making sandwich
1985,6189,"
‘Traveler $5,598 40 $1,696 $1,260.06 | $3,790.56 |
| |
| |
|
pre ———+t + 7 +
Accompanying in/a nla nla nia
"
1986,6190,"
‘Traveler $5,598 40 $1,696 $1,260.06 | $3,790.56 |
| |
| |
|
pre ———+t + 7 +
Accompanying in/a nla nla nia
"
1987,6191,"
‘Traveler $5,598 40 $1,696 $1,260.06 | $3,790.56 |
| |
| |
|
pre ———+t + 7 +
Accompanying in/a nla nla nia
"
1988,6192,error
1989,6193,Error making sandwich
1990,6194,Error making sandwich
1991,6195,Error making sandwich
1992,6196,"

$1,260.06 $3,790.56

Accompanying
"
1993,6197,"

$1,260.06 $3,790.56

Accompanying
"
1994,6198,"

$1,260.06 $3,790.56

Accompanying
"
1995,6199,"

$5,598.40 $1,696 $1,260.06 $3,790.56
Accompanying jn/a nla na nia
"
1996,6200,"

$5,598.40 $1,696 $1,260.06 $3,790.56
Accompanying jn/a nla na nia
"
1997,6201,"

$5,598.40 $1,696 $1,260.06 $3,790.56
Accompanying jn/a nla na nia
"
1998,6202,Error making sandwich
1999,6203,Error making sandwich
2000,6204,Error making sandwich
2001,6205,"
Traveler |$6,035.80 $1,696 $1,260.06 $3,790.56
Accompanying [n/a na na na
"
2002,6206,"
Traveler |$6,035.80 $1,696 $1,260.06 $3,790.56
Accompanying [n/a na na na
"
2003,6207,"
Traveler |$6,035.80 $1,696 $1,260.06 $3,790.56
Accompanying [n/a na na na
"
2004,6208,Error making sandwich
2005,6209,Error making sandwich
2006,6210,Error making sandwich
2007,6211,Error making sandwich
2008,6212,Error making sandwich
2009,6213,Error making sandwich
2010,6214,error
2011,6215,error
2012,6216,error
2013,6217,"

Traveler $12.42 adrnittance for
tour at Guinness
following programming

Accompanying
"
2014,6219,error
2015,6221,Error making sandwich
2016,6222,"

$12.42 admittance tor
tour at Guinness
following programming

j Accompanying
|"
2017,6223,"

Traveler 5.996,66 $ 365.39 $

Accompanying |~
"
2018,6224,"

Traveler

$526 (Steigenberger
Hotel: $263/night)

$300 N/A

Accompanying

N/A
"
2019,6226,"

$526 (Steigenberger
Hotel: $263/night)

Accompanying
"
2020,6227,"

$526 (Steigenberger
Hotel: $263/night)

Accompanying
"
2021,6228,"

Traveler $526 (Steigenberger

Hotel: $263/night)

Accompanying
"
2022,6229,"
Traveler $1,800 $526 (Steigenberger
Hotel: $263/night)

Accompanying N/A
"
2023,6230,"

$526 (Steigenberger
Hotel: $263/night)

Accompanying
"
2024,6530,"

$362; Conference
expenses incl. meeting
space & AV services

Accompanying
"
2025,6531,"

Traveler $3,834.25 $574.48 $253.24

Interpreter: $100.40
Security: $800
‘ea $220

Accompanying
"
2026,6532,"

Traveler $3,834.25 $574.48 $253.24

Interpreter: $100.40
Security: $800
‘ea $220

Accompanying
"
2027,6533,"

Traveler $3,834.25 $574.48 $253.24

Interpreter: $100.40
Security: $800
‘ea $220

Accompanying
"
2028,6534,Error making sandwich
2029,6536,"

$362; Conference
expenses incl. meeting
space & AV services

Accompanying $362; Conference
"
2030,6538,"

$3,459.76

Traveler $1,840.23 $1,172.39

breakdown atlached

Accompanying
"
2031,6539,"

$3,459.76

Traveler $1,840.23 $1,172.39

breakdown atlached

Accompanying
"
2032,6540,"

$3,459.76

Traveler $1,840.23 $1,172.39

breakdown atlached

Accompanying
"
2033,6541,Error making sandwich
2034,6542,error
2035,6543,error
2036,6544,error
2037,6545,"

$362; Conference
expenses incl. meeting
space & AV services

Accompanying
"
2038,6546,Error making sandwich
2039,6547,Error making sandwich
2040,6548,Error making sandwich
2041,6549,"
Traveler $8,667.14 $1,840.23 $3,459.76
breakdown attached
Accompanying [n/a nia n/a
"
2042,6550,"
Traveler $8,667.14 $1,840.23 $3,459.76
breakdown attached
Accompanying [n/a nia n/a
"
2043,6551,"
Traveler $8,667.14 $1,840.23 $3,459.76
breakdown attached
Accompanying [n/a nia n/a
"
2044,6552,Error making sandwich
2045,6553,Error making sandwich
2046,6554,Error making sandwich
2047,6555,"
$8,667.14 $1,840.23 $1,172.39
Accompanying jn/a nla nla
"
2048,6556,"
$8,667.14 $1,840.23 $1,172.39
Accompanying jn/a nla nla
"
2049,6557,"
$8,667.14 $1,840.23 $1,172.39
Accompanying jn/a nla nla
"
2050,6558,error
2051,6559,Error making sandwich
2052,6560,error
2053,6561,Error making sandwich
2054,6562,error
2055,6563,Error making sandwich
2056,6564,error
2057,6565,Error making sandwich
2058,6566,Error making sandwich
2059,6567,Error making sandwich
2060,6568,Error making sandwich
2061,6569,Error making sandwich
2062,6570,Error making sandwich
2063,6571,"

$3,459.76

$1,840.23
breakdown attached

Accompanying
"
2064,6572,"

$3,459.76

$1,840.23
breakdown attached

Accompanying
"
2065,6573,"

$3,459.76

$1,840.23
breakdown attached

Accompanying
"
2066,6574,Error making sandwich
2067,6575,Error making sandwich
2068,6576,"

$362; Conference
expenses incl. meeting
space & AV services

Accompanying
"
2069,6577,"

$4000 $362; Conference
expenses incl. meeting
space & AV services

Accompanying

: $362; Conference
"
2070,6578,"

raveler $4,059.33 $1,594 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2071,6579,"

raveler $4,059.33 $1,594 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2072,6580,"

Traveler $1200 $605 $362; Conference

expenses incl. meeting
space & AV services

Accompanying

$362; Conference
"
2073,6581,"

Traveler

$1200 $362; Conference
expenses incl. meeting

space & AV services

Accompanying $4000

: $605 $362; Conference
"
2074,6582,"

Traveler

$362; Conference
expenses incl. meeting
space & AV services

Accompanying
"
2075,6583,"

$362; Conference
expenses incl. meeting
space & AV services

Accompanying

$362; Conference
"
2076,6584,"

Traveler $362; Conference
expenses incl. meeting

space & AV services

Accompanying
"
2077,6585,error
2078,6586,error
2079,6587,Error making sandwich
2080,6588,Error making sandwich
2081,6589,"

$1,094.30 round-trip Hotel Rosales: $110.46 Wireless Headsets and
$198.42
edellin, Colombia. InterContinental: Translators: $391.86
assenger vans: $66.37

Accompanying
"
2082,6590,"

$1,094.30 round-trip Hotel Rosales: $110.46 Wireless Headsets and
$198.42
edellin, Colombia. InterContinental: Translators: $391.86
assenger vans: $66.37

Accompanying
"
2083,6591,"

$4,267.93

$1,594 $388.65 $695.53 (guides, room
fees, interpreter, luggage

delivery)

Accompanying NIA

"
2084,6592,"

$4,267.93

$1,594 $388.65 $695.53 (guides, room
fees, interpreter, luggage

delivery)

Accompanying NIA

"
2085,6593,
2086,6594,
2087,6595,"

$2,994.01 5. $567.66

"
2088,6596,"

$2,994.01 5. $567.66

"
2089,6597,"

$4,225.72 $574.48 $253.24 interpreter: $100.40

Security: $800

Accompanying
"
2090,6598,"

$4,225.72 $574.48 $253.24 interpreter: $100.40

Security: $800

Accompanying
"
2091,6599,"

$4,225.72 $574.48 $253.24 interpreter: $100.40

Security: $800

Accompanying
"
2092,6600,"

Hotel Rosale
$198.42
InterContinental:
$290.74

Traveler $1,094.30 round-trip
lights and flight to

Aedellin, Colombia.
Passenger vans: $66.37

$110.46 Wireless Headsets and

Translators: $391.86

Accompanying
"
2093,6601,"

Hotel Rosale
$198.42
InterContinental:
$290.74

Traveler $1,094.30 round-trip
lights and flight to

Aedellin, Colombia.
Passenger vans: $66.37

$110.46 Wireless Headsets and

Translators: $391.86

Accompanying
"
2094,6602,"
pease $2711.07 $866.88 $82.83 (airport

transfers-Dulles}

Accompanying | yy

N/A
"
2095,6603,"
pease $2711.07 $866.88 $82.83 (airport

transfers-Dulles}

Accompanying | yy

N/A
"
2096,6604,"
pease $2711.07 $866.88 $82.83 (airport

transfers-Dulles}

Accompanying | yy

N/A
"
2097,6607,Error making sandwich
2098,6608,Error making sandwich
2099,6609,Error making sandwich
2100,6610,"

$4,175.72 $574.48 $253.24

Interpreter: $100.40
Security: $800

Accompanying
"
2101,6611,"

$4,175.72 $574.48 $253.24

Interpreter: $100.40
Security: $800

Accompanying
"
2102,6612,"

$4,175.72 $574.48 $253.24

Interpreter: $100.40
Security: $800

Accompanying
"
2103,6613,"

Airport VIP lounge - 204

Accompanying
"
2104,6614,"

$4,059.33 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2105,6615,"

$4,059.33 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2106,6616,"

Traveler $4,059.33 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2107,6617,"

Traveler $4,059.33 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2108,6618,
2109,6619,
2110,6620,
2111,6621,Error making sandwich
2112,6622,Error making sandwich
2113,6623,Error making sandwich
2114,6624,"

Traveler $3147.88 $679.67 $317.03 $112.98 (airport
transfers-Dutles}
Accompanying | nia NA NIA NIA

"
2115,6625,"

Traveler $3147.88 $679.67 $317.03 $112.98 (airport
transfers-Dutles}
Accompanying | nia NA NIA NIA

"
2116,6626,"

Traveler $3147.88 $679.67 $317.03 $112.98 (airport
transfers-Dutles}
Accompanying | nia NA NIA NIA

"
2117,6627,Error making sandwich
2118,6628,Error making sandwich
2119,6629,"

$4,059.93 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2120,6630,"

$4,059.93 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2121,6631,Error making sandwich
2122,6632,Error making sandwich
2123,6633,Error making sandwich
2124,6634,"

Hotel Rosales: Wireless Headsets and
$198.42

InterContinental: Translators: $391.86

Accompanying
"
2125,6635,"

Hotel Rosales: Wireless Headsets and
$198.42

InterContinental: Translators: $391.86

Accompanying
"
2126,6636,"

$4,059.93 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2127,6637,"

$4,059.93 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2128,6638,"

Hotel Rosales: Wireless Headsets and
$198.42

Translators: $391.86

"
2129,6639,"

Hotel Rosales: Wireless Headsets and
$198.42

Translators: $391.86

"
2130,6640,"

$3,846.53 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying N/A
"
2131,6641,"

$3,846.53 $388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying N/A
"
2132,6642,"

$388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2133,6643,"

$388.65 $695.53 (guides, room
fees, interpreter, luggage
delivery)

Accompanying
"
2134,6670,"

Total Transportation [Total Lodging
Expenses

3.745 USD

Accompanying
"
2135,6973,Error making sandwich
2136,6974,Error making sandwich
2137,6975,Error making sandwich
2138,6976,Error making sandwich
2139,6977,
2140,6978,"

Total Transportation |Total Lodging
Expenses Expenses

$1393.63 $150 *See addendum

Accompanying
"
2141,6979,"

$150 *See addendum

Accompanying
"
2142,6980,Error making sandwich
2143,6981,"

$6,829.82 $479.54 $286.06 Interpreter: $120.00,

Security: $875.00
n nce: §

Accompanying ""| $8,053.97 $286.06 Interpreter: $120.00,

"
2144,6982,"

$6,829.82 $479.54 $286.06 Interpreter: $120.00,

Security: $875.00
n nce: §

Accompanying ""| $8,053.97 $286.06 Interpreter: $120.00,

"
2145,6983,"

$6,829.82 $479.54 $286.06 Interpreter: $120.00,

Security: $875.00
n nce: §

Accompanying ""| $8,053.97 $286.06 Interpreter: $120.00,

"
2146,6984,Error making sandwich
2147,6985,Error making sandwich
2148,6986,Error making sandwich
2149,6987,Error making sandwich
2150,6988,Error making sandwich
2151,6989,Error making sandwich
2152,6990,Error making sandwich
2153,6991,Error making sandwich
2154,6992,"

$1080.69 $427.38 $97.65 EHO.2Y
Cintepretation ave
Apment )
Accompanying
"
2155,6994,"

$150 *See addendum

Accompanying
"
2156,7038,"

Traveler $130

Accompanying
"
2157,7041,"

Traveler

Accompanying
"
2158,7042,"

Accompanying
"
2159,7043,Error making sandwich
2160,7048,"

Traveler

Accompanying
"
2161,7050,Error making sandwich
2162,7051,Error making sandwich
2163,7053,"

Traveler $9,422.54 $4,132.84 $669.13 $250.49 (Interpreter,
gifts, airport arrival
services)

Accompanying | ¢9 499.54 $656.46 $340.91 (Interpreter, tour
"
2164,7054,"

Traveler $9,422.54 $4,132.84 $669.13 $250.49 (Interpreter,
gifts, airport arrival
services)

Accompanying | ¢9 499.54 $656.46 $340.91 (Interpreter, tour
"
2165,7062,Error making sandwich
2166,7063,Error making sandwich
2167,7064,Error making sandwich
2168,7065,
2169,7066,
2170,7069,"

52.53 (Visa)

Accompanying
"
2171,7070,"

52.53 (Visa)

Accompanying
"
2172,7071,"

— _

6. All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

5,487.57

Accompanying
"
2173,7072,"

— _

6. All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

5,487.57

Accompanying
"
2174,7073,"

817.65 199.86 52.53 (Visa)

6. All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

Traveler 5615.46

Accompanying
"
2175,7074,"

817.65 199.86 52.53 (Visa)

6. All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

Traveler 5615.46

Accompanying
"
2176,7079,Error making sandwich
2177,7080,Error making sandwich
2178,7081,"

Traveler $5,228.82

$1,132.84 $669.13 $250.49 (Interpreter,
gifts, airport arrival

services)

Accompanying $5,228.82

$1,132.84
"
2179,7082,"

Traveler $5,228.82

$1,132.84 $669.13 $250.49 (Interpreter,
gifts, airport arrival

services)

Accompanying $5,228.82

$1,132.84
"
2180,7084,"

52.53 (Visa)

Accompanying
"
2181,7086,Error making sandwich
2182,7088,"

‘Traveler [Feta $1796 $1249 $1003 $0

Bus: $196

fon $1600
Accompanying |N/A N/A N/A
"
2183,7092,"

Total: $1796 $1249 $1003 $0

Bus: $196
Flight: $1600

Accompanying |N/A N/A NIA N/A
"
2184,7093,"

‘Traveler Total: $1796 $1249 $0
Bus: $196
Flight: $1600

Accompanying |N/A N/A N/A

"
2185,7094,"

$1,104.39 $885.00

Accompanying
"
2186,7095,"
— ~
Accompanying
"
2187,7096,"

$9,101.53 $480.63 $35.00 (Lebanon visa)
$56.50 (Jordan visa)

Accompanying

. $9,101.53 $480.63 $35.00 (Lebanon visa)
"
2188,7097,"

$9,101.53 $480.63 $35.00 (Lebanon visa)
$56.50 (Jordan visa)

Accompanying

. $9,101.53 $480.63 $35.00 (Lebanon visa)
"
2189,7098,"

"
2190,7099,"
$1,104.39 $885.00 $358.97 |
Accompanying
"
2191,7100,
2192,7101,
2193,7102,"

i ae

6. All expenses connected to the trip were for actual costs incurred and nota per diem or lump sum payment. Signify
statement is true by checking box:

$1,104.39 $885.00

"
2194,7103,Error making sandwich
2195,7104,Error making sandwich
2196,7105,
2197,7106,
2198,7107,"

"
2199,7108,"

$1,104.39 $885.00

Accompanying
"
2200,7109,"

$7,336.20 $339.15 $35.00 (Lebanon visa)
$56.50 (Jordan visa)

Accompanying
"
2201,7110,"

$7,336.20 $339.15 $35.00 (Lebanon visa)
$56.50 (Jordan visa)

Accompanying
"
2202,7111,error
2203,7133,"
5229.85 687.54
Accompanying | 5999 85
"
2204,7134,"

- - — oo

Accompanying
"
2205,7136,error
2206,7137,Error making sandwich
2207,7138,
2208,7139,"

Traveler

5229.85 680.37

Accompanying
"
2209,7140,"

5334.43 478.43

Accompanying
"
2210,7141,"

5413.83

Accompanying | 5999 g5
"
2211,7203,"
$1,232.93 $565.53 $76.00

Accompanying
"
2212,7207,"

$1,625.83

Accompanying
"
2213,7208,"

$1,625.83

Accompanying
"
2214,7209,"

$1,625.83

Accompanying
"
2215,7210,Error making sandwich
2216,7211,Error making sandwich
2217,7212,Error making sandwich
2218,7213,"

Accompanying
"
2219,7214,"

Accompanying
"
2220,7215,"

Accompanying
"
2221,7216,Error making sandwich
2222,7217,Error making sandwich
2223,7218,"

Traveler Flight: $7124 Tokyo: $542 Total: $716

Ground: $591 Seoul: $702 *3.23 Lunch

Total:$7715 Total: $1244 provided by NNSC

Accompanying
"
2224,7219,"

Traveler Flight: $7124 Tokyo: $542 Total: $716

Ground: $591 Seoul: $702 *3.23 Lunch

Total:$7715 Total: $1244 provided by NNSC

Accompanying
"
2225,7220,Error making sandwich
2226,7221,Error making sandwich
2227,7222,Error making sandwich
2228,7223,"

Flight: $6829
Ground: $430
Total:$7259

Tokyo: $524 Total: $716 N/A
Seoul: $702 *3.23 Lunch
Total: $1226 provided by NNSC

Accompanying

: N/A N/A N/A
"
2229,7224,"

Flight: $6829
Ground: $430
Total:$7259

Tokyo: $524 Total: $716 N/A
Seoul: $702 *3.23 Lunch
Total: $1226 provided by NNSC

Accompanying

: N/A N/A N/A
"
2230,7225,"

Flight: $6050 Tokyo: $524 Total: $716
Ground: $385 Seoul: $702 *3.23 Lunch

Total:$6435 Total: $1226 provided by NNSC

Accompanying
"
2231,7226,"

Flight: $6050 Tokyo: $524 Total: $716
Ground: $385 Seoul: $702 *3.23 Lunch

Total:$6435 Total: $1226 provided by NNSC

Accompanying
"
